stabbr,GeoID10_trt,TotalPop,NHwht,NHblk,NHasi,NHother,Hisp,pctNHwht,pctNHblk,pctNHasi,pctNHoth,pctHisp,TotFem,TotMale,pctFem,pctMale,Age00_04,Age05_17,Age18_21,Age22_29,Age30_39,Age40_49,Age50_64,Age65p,pctAge0004,pctAge65p,MedHHinc,TotEduc,Educ_ltHS,Educ_HS,Educ_Coll,pct_ltHS,pct_HS,pct_Coll,TotPovLev,TotBelow,TotAbove,pctBelow,pctAbove,TotHU,TotOcc,TotVac,pctOccup,pctVacant,Own,Rent,pctOwn,pctRent,TotHHpub,PubAsst,NPubAsst,pctPubAsst,pctNPubAst,TotFamily,SinglFemHH,FemHHwc,pctFemHH,pctFemHHwc,sumlevel,stfips,county,tract,GeoID10_cnty
TX,48201230200,5054,112,4235,10,59,638,2.22,83.80,0.20,1.17,12.62,2644,2410,52.31,47.69,341,939,290,485,601,703,917,778,6.75,15.39,31824,3700,1060,1468,1172,28.65,39.68,31.68,5590,1134,4456,20.29,79.71,2124,1838,286,86.53,13.47,1028,810,55.93,44.07,2081,34,2047,1.63,98.37,1249,595,247,47.64,19.78,140,48,201,230200,
TX,48201230300,1803,28,1339,0,18,418,1.55,74.27,0.00,1.00,23.18,892,911,49.47,50.53,128,349,90,150,220,238,361,267,7.10,14.81,25616,1853,629,854,370,33.94,46.09,19.97,2656,1338,1318,50.38,49.62,876,678,198,77.40,22.60,382,296,56.34,43.66,764,30,734,3.93,96.07,410,164,64,40.00,15.61,140,48,201,230300,
TX,48201230400,3719,52,1869,2,24,1772,1.40,50.26,0.05,0.65,47.65,1838,1881,49.42,50.58,321,739,217,463,442,480,628,429,8.63,11.54,25921,2340,1056,782,502,45.13,33.42,21.45,3391,1064,2327,31.38,68.62,1524,1251,273,82.09,17.91,593,658,47.40,52.60,1162,46,1116,3.96,96.04,844,327,114,38.74,13.51,140,48,201,230400,
TX,48201230500,4174,145,678,10,29,3312,3.47,16.24,0.24,0.69,79.35,2014,2160,48.25,51.75,395,908,299,544,510,521,567,430,9.46,10.30,31468,2629,1313,743,573,49.94,28.26,21.80,4400,656,3744,14.91,85.09,1245,1131,114,90.84,9.16,714,417,63.13,36.87,1172,0,1172,0.00,100.00,896,214,86,23.88,9.60,140,48,201,230500,
TX,48201230600,2572,37,1624,7,23,881,1.44,63.14,0.27,0.89,34.25,1275,1297,49.57,50.43,197,476,148,236,312,359,472,372,7.66,14.46,21056,1646,517,606,523,31.41,36.82,31.77,2411,829,1582,34.38,65.62,1022,860,162,84.15,15.85,560,300,65.12,34.88,888,0,888,0.00,100.00,579,216,75,37.31,12.95,140,48,201,230600,
TX,48201230700,2651,34,1960,0,27,630,1.28,73.93,0.00,1.02,23.76,1461,1190,55.11,44.89,229,583,139,302,295,338,400,365,8.64,13.77,21269,1632,475,524,633,29.11,32.11,38.79,2790,1196,1594,42.87,57.13,1145,913,232,79.74,20.26,422,491,46.22,53.78,978,11,967,1.12,98.88,628,312,147,49.68,23.41,140,48,201,230700,
TX,48201230800,2805,44,2108,1,15,637,1.57,75.15,0.04,0.53,22.71,1441,1364,51.37,48.63,201,499,164,283,305,373,500,480,7.17,17.11,24659,1715,706,562,447,41.17,32.77,26.06,2420,370,2050,15.29,84.71,1012,910,102,89.92,10.08,680,230,74.73,25.27,782,23,759,2.94,97.06,656,278,82,42.38,12.50,140,48,201,230800,
TX,48201230900,4231,72,3353,0,42,764,1.70,79.25,0.00,0.99,18.06,2251,1980,53.20,46.80,364,864,234,443,486,521,732,587,8.60,13.87,25123,2550,961,854,735,37.69,33.49,28.82,3762,1463,2299,38.89,61.11,1717,1496,221,87.13,12.87,881,615,58.89,41.11,1333,149,1184,11.18,88.82,1036,508,239,49.03,23.07,140,48,201,230900,
TX,48201231000,4282,130,2621,8,47,1476,3.04,61.21,0.19,1.10,34.47,2142,2140,50.02,49.98,340,839,255,438,496,553,804,557,7.94,13.01,26806,2426,1019,955,452,42.00,39.37,18.63,4208,1213,2995,28.83,71.17,1499,1335,164,89.06,10.94,959,376,71.84,28.16,1284,53,1231,4.13,95.87,993,334,109,33.64,10.98,140,48,201,231000,
TX,48201231100,4729,295,1632,6,37,2759,6.24,34.51,0.13,0.78,58.34,2336,2393,49.40,50.60,468,1052,342,576,610,576,746,359,9.90,7.59,30827,2633,1451,833,349,55.11,31.64,13.25,4696,1146,3550,24.40,75.60,1445,1290,155,89.27,10.73,857,433,66.43,33.57,1340,37,1303,2.76,97.24,1026,297,134,28.95,13.06,140,48,201,231100,
TX,48201231200,6698,146,4712,8,44,1788,2.18,70.35,0.12,0.66,26.69,3598,3100,53.72,46.28,695,1703,480,799,829,769,1013,410,10.38,6.12,35164,3290,1270,936,1084,38.60,28.45,32.95,7002,2142,4860,30.59,69.41,2228,2036,192,91.38,8.62,932,1104,45.78,54.22,2021,212,1809,10.49,89.51,1578,819,488,51.90,30.93,140,48,201,231200,
TX,48201231300,4254,97,3282,1,37,837,2.28,77.15,0.02,0.87,19.68,2269,1985,53.34,46.66,352,862,272,433,519,522,855,439,8.27,10.32,34956,2584,621,863,1100,24.03,33.40,42.57,4370,1144,3226,26.18,73.82,1628,1410,218,86.61,13.39,889,521,63.05,36.95,1493,46,1447,3.08,96.92,1049,449,215,42.80,20.50,140,48,201,231300,
TX,48201231400,2379,18,2231,2,20,108,0.76,93.78,0.08,0.84,4.54,1289,1090,54.18,45.82,114,344,128,177,242,320,424,630,4.79,26.48,31187,1551,325,593,633,20.95,38.23,40.81,2227,485,1742,21.78,78.22,958,905,53,94.47,5.53,760,145,83.98,16.02,849,14,835,1.65,98.35,660,283,69,42.88,10.45,140,48,201,231400,
TX,48201231500,2706,20,2466,4,14,202,0.74,91.13,0.15,0.52,7.46,1467,1239,54.21,45.79,155,488,146,245,254,353,507,558,5.73,20.62,24438,1851,470,673,708,25.39,36.36,38.25,2721,991,1730,36.42,63.58,1075,949,126,88.28,11.72,652,297,68.70,31.30,904,36,868,3.98,96.02,689,342,100,49.64,14.51,140,48,201,231500,
TX,48201231600,2822,43,2276,3,28,472,1.52,80.65,0.11,0.99,16.73,1436,1386,50.89,49.11,163,480,157,260,290,335,532,605,5.78,21.44,39335,1902,508,701,693,26.71,36.86,36.44,2703,344,2359,12.73,87.27,1087,998,89,91.81,8.19,774,224,77.56,22.44,919,25,894,2.72,97.28,722,305,73,42.24,10.11,140,48,201,231600,
TX,48201231700,3867,319,132,8,17,3391,8.25,3.41,0.21,0.44,87.69,1835,2032,47.45,52.55,449,991,256,443,610,428,473,217,11.61,5.61,29768,1773,968,414,391,54.60,23.35,22.05,3238,955,2283,29.49,70.51,1108,977,131,88.18,11.82,586,391,59.98,40.02,871,19,852,2.18,97.82,789,148,91,18.76,11.53,140,48,201,231700,
TX,48201231800,2764,97,1069,6,14,1578,3.51,38.68,0.22,0.51,57.09,1389,1375,50.25,49.75,221,580,151,318,352,315,522,305,8.00,11.03,33517,1676,700,528,448,41.77,31.50,26.73,2557,928,1629,36.29,63.71,889,835,54,93.93,6.07,625,210,74.85,25.15,800,47,753,5.88,94.13,632,167,59,26.42,9.34,140,48,201,231800,
TX,48201231900,6292,245,4265,21,56,1705,3.89,67.78,0.33,0.89,27.10,3247,3045,51.61,48.39,482,1143,406,613,772,774,1245,857,7.66,13.62,42902,4513,1357,1755,1401,30.07,38.89,31.04,6807,1526,5281,22.42,77.58,2218,2083,135,93.91,6.09,1547,536,74.27,25.73,2107,79,2028,3.75,96.25,1544,565,176,36.59,11.40,140,48,201,231900,
TX,48201232000,4050,181,1623,16,19,2211,4.47,40.07,0.40,0.47,54.59,2041,2009,50.40,49.60,401,815,226,503,548,468,629,460,9.90,11.36,50139,2463,976,785,702,39.63,31.87,28.50,4216,840,3376,19.92,80.08,1300,1199,101,92.23,7.77,876,323,73.06,26.94,1144,0,1144,0.00,100.00,976,238,97,24.39,9.94,140,48,201,232000,
TX,48201232100,2869,258,876,5,28,1702,8.99,30.53,0.17,0.98,59.32,1396,1473,48.66,51.34,280,635,196,318,444,390,442,164,9.76,5.72,32197,2162,699,915,548,32.33,42.32,25.35,3536,1337,2199,37.81,62.19,1097,836,261,76.21,23.79,434,402,51.91,48.09,756,34,722,4.50,95.50,612,209,108,34.15,17.65,140,48,201,232100,
TX,48201232200,9437,3618,1437,411,176,3795,38.34,15.23,4.36,1.86,40.21,4757,4680,50.41,49.59,1108,1741,410,1524,1854,1162,1202,436,11.74,4.62,68315,5207,1306,1116,2785,25.08,21.43,53.49,8579,1312,7267,15.29,84.71,3769,3387,382,89.86,10.14,1921,1466,56.72,43.28,2847,96,2751,3.37,96.63,2350,414,257,17.62,10.94,140,48,201,232200,
TX,48201232301,8913,1252,2148,32,86,5395,14.05,24.10,0.36,0.96,60.53,4592,4321,51.52,48.48,1042,2406,520,1177,1411,995,968,394,11.69,4.42,42246,4372,1820,1278,1274,41.63,29.23,29.14,8978,2366,6612,26.35,73.65,2809,2480,329,88.29,11.71,1620,860,65.32,34.68,2558,151,2407,5.90,94.10,2052,568,393,27.68,19.15,140,48,201,232301,
TX,48201232302,9020,773,3554,76,73,4544,8.57,39.40,0.84,0.81,50.38,4660,4360,51.66,48.34,981,2263,502,1129,1566,1139,1101,339,10.88,3.76,52143,4506,1455,1253,1798,32.29,27.81,39.90,8595,1221,7374,14.21,85.79,2760,2568,192,93.04,6.96,2070,498,80.61,19.39,2388,13,2375,0.54,99.46,2149,554,324,25.78,15.08,140,48,201,232302,
TX,48201232401,7415,1363,1640,363,92,3957,18.38,22.12,4.90,1.24,53.36,3754,3661,50.63,49.37,597,1817,454,783,1073,998,1227,466,8.05,6.28,55356,3924,742,1674,1508,18.91,42.66,38.43,7147,1113,6034,15.57,84.43,2267,2116,151,93.34,6.66,1754,362,82.89,17.11,2031,10,2021,0.49,99.51,1778,317,178,17.83,10.01,140,48,201,232401,
TX,48201232402,3714,262,1461,87,53,1851,7.05,39.34,2.34,1.43,49.84,1949,1765,52.48,47.52,335,819,257,450,519,445,688,201,9.02,5.41,51038,2215,652,454,1109,29.44,20.50,50.07,4015,376,3639,9.36,90.64,1283,1147,136,89.40,10.60,664,483,57.89,42.11,1172,13,1159,1.11,98.89,901,279,154,30.97,17.09,140,48,201,232402,
TX,48201232403,4165,275,1349,69,51,2421,6.60,32.39,1.66,1.22,58.13,2111,2054,50.68,49.32,335,1007,273,517,585,560,704,184,8.04,4.42,42316,2456,622,843,991,25.33,34.32,40.35,4855,1746,3109,35.96,64.04,1456,1234,222,84.75,15.25,721,513,58.43,41.57,1293,48,1245,3.71,96.29,991,261,164,26.34,16.55,140,48,201,232403,
TX,48201232500,3135,407,582,11,26,2109,12.98,18.56,0.35,0.83,67.27,1365,1770,43.54,56.46,219,616,167,331,437,377,688,300,6.99,9.57,35625,2056,949,658,449,46.16,32.00,21.84,2549,482,2067,18.91,81.09,865,797,68,92.14,7.86,524,273,65.75,34.25,775,14,761,1.81,98.19,641,205,121,31.98,18.88,140,48,201,232500,
TX,48201232600,3000,432,225,3,32,2308,14.40,7.50,0.10,1.07,76.93,1494,1506,49.80,50.20,232,631,204,313,411,399,503,307,7.73,10.23,66707,1998,623,665,710,31.18,33.28,35.54,3159,140,3019,4.43,95.57,913,884,29,96.82,3.18,732,152,82.81,17.19,969,6,963,0.62,99.38,720,128,53,17.78,7.36,140,48,201,232600,
TX,48201232701,7235,304,1971,47,67,4846,4.20,27.24,0.65,0.93,66.98,3547,3688,49.03,50.97,916,1565,516,1110,1139,730,921,338,12.66,4.67,33852,3801,1659,1167,975,43.65,30.70,25.65,7445,1943,5502,26.10,73.90,2589,2146,443,82.89,17.11,724,1422,33.74,66.26,2147,39,2108,1.82,98.18,1634,576,398,35.25,24.36,140,48,201,232701,
TX,48201232702,5217,570,949,38,65,3595,10.93,18.19,0.73,1.25,68.91,2468,2749,47.31,52.69,549,1029,300,821,869,568,610,471,10.52,9.03,33145,2863,1597,582,684,55.78,20.33,23.89,5270,1350,3920,25.62,74.38,2166,1697,469,78.35,21.65,381,1316,22.45,77.55,1723,30,1693,1.74,98.26,1127,316,191,28.04,16.95,140,48,201,232702,
TX,48201232800,5201,479,1789,190,87,2656,9.21,34.40,3.65,1.67,51.07,2610,2591,50.18,49.82,463,1030,355,817,835,670,786,245,8.90,4.71,37388,2727,583,667,1477,21.38,24.46,54.16,4768,809,3959,16.97,83.03,2244,1987,257,88.55,11.45,686,1301,34.52,65.48,1817,94,1723,5.17,94.83,1258,409,249,32.51,19.79,140,48,201,232800,
TX,48201232900,7254,962,3008,332,101,2851,13.26,41.47,4.58,1.39,39.30,3782,3472,52.14,47.86,555,1427,491,1001,966,981,1371,462,7.65,6.37,51426,4273,690,1302,2281,16.15,30.47,53.38,7069,1030,6039,14.57,85.43,3028,2683,345,88.61,11.39,1072,1611,39.96,60.04,2447,138,2309,5.64,94.36,1812,571,379,31.51,20.92,140,48,201,232900,
TX,48201233001,3133,707,1038,23,36,1329,22.57,33.13,0.73,1.15,42.42,1615,1518,51.55,48.45,317,656,230,398,453,382,477,220,10.12,7.02,42183,1682,471,573,638,28.00,34.07,37.93,3074,686,2388,22.32,77.68,1540,1087,453,70.58,29.42,441,646,40.57,59.43,1058,50,1008,4.73,95.27,771,256,165,33.20,21.40,140,48,201,233001,
TX,48201233002,3932,788,1443,149,55,1497,20.04,36.70,3.79,1.40,38.07,2020,1912,51.37,48.63,236,809,257,397,438,615,892,288,6.00,7.32,81701,2365,445,588,1332,18.82,24.86,56.32,3925,161,3764,4.10,95.90,1248,1209,39,96.88,3.13,1125,84,93.05,6.95,1228,17,1211,1.38,98.62,1044,187,81,17.91,7.76,140,48,201,233002,
TX,48201233003,2235,1022,204,42,28,939,45.73,9.13,1.88,1.25,42.01,1162,1073,51.99,48.01,137,433,109,202,268,268,419,399,6.13,17.85,62055,1689,382,635,672,22.62,37.60,39.79,2345,52,2293,2.22,97.78,827,769,58,92.99,7.01,690,79,89.73,10.27,708,9,699,1.27,98.73,605,111,40,18.35,6.61,140,48,201,233003,
TX,48201233101,4107,705,167,42,17,3176,17.17,4.07,1.02,0.41,77.33,1963,2144,47.80,52.20,447,992,266,531,559,557,483,272,10.88,6.62,40758,2230,831,717,682,37.26,32.15,30.58,3978,948,3030,23.83,76.17,1373,1179,194,85.87,14.13,573,606,48.60,51.40,1193,12,1181,1.01,98.99,929,190,114,20.45,12.27,140,48,201,233101,
TX,48201233102,6676,942,108,15,43,5568,14.11,1.62,0.22,0.64,83.40,3125,3551,46.81,53.19,760,1766,425,909,1084,770,715,247,11.38,3.70,30070,3939,2238,1192,509,56.82,30.26,12.92,7050,2423,4627,34.37,65.63,1899,1711,188,90.10,9.90,871,840,50.91,49.09,1797,57,1740,3.17,96.83,1403,282,191,20.10,13.61,140,48,201,233102,
TX,48201233103,5164,618,117,11,41,4377,11.97,2.27,0.21,0.79,84.76,2447,2717,47.39,52.61,614,1323,378,706,770,640,532,201,11.89,3.89,28205,2253,1276,690,287,56.64,30.63,12.74,4313,1373,2940,31.83,68.17,1539,1370,169,89.02,10.98,580,790,42.34,57.66,1351,11,1340,0.81,99.19,1067,226,144,21.18,13.50,140,48,201,233103,
TX,48201233200,6232,1551,183,20,34,4444,24.89,2.94,0.32,0.55,71.31,3082,3150,49.45,50.55,504,1565,356,610,914,818,890,575,8.09,9.23,45510,3960,1390,1421,1149,35.10,35.88,29.02,6269,937,5332,14.95,85.05,1880,1764,116,93.83,6.17,1414,350,80.16,19.84,1898,32,1866,1.69,98.31,1426,278,124,19.50,8.70,140,48,201,233200,
TX,48201233300,4818,431,35,8,23,4321,8.95,0.73,0.17,0.48,89.68,2274,2544,47.20,52.80,429,1242,330,610,734,602,582,289,8.90,6.00,40146,2307,1325,547,435,57.43,23.71,18.86,5051,1435,3616,28.41,71.59,1329,1228,101,92.40,7.60,726,502,59.12,40.88,1284,0,1284,0.00,100.00,993,171,103,17.22,10.37,140,48,201,233300,
TX,48201233400,2757,305,244,11,11,2186,11.06,8.85,0.40,0.40,79.29,1398,1359,50.71,49.29,266,543,158,341,339,334,486,290,9.65,10.52,41103,1700,835,395,470,49.12,23.24,27.65,2744,305,2439,11.12,88.88,1016,929,87,91.44,8.56,434,495,46.72,53.28,844,37,807,4.38,95.62,608,136,58,22.37,9.54,140,48,201,233400,
TX,48201233500,7796,989,85,12,40,6670,12.69,1.09,0.15,0.51,85.56,3880,3916,49.77,50.23,735,1720,520,948,1041,991,1125,716,9.43,9.18,34889,4604,2574,1212,818,55.91,26.32,17.77,7575,1859,5716,24.54,75.46,2341,2117,224,90.43,9.57,1455,662,68.73,31.27,2166,0,2166,0.00,100.00,1753,324,158,18.48,9.01,140,48,201,233500,
TX,48201233600,2127,10,1571,5,15,526,0.47,73.86,0.24,0.71,24.73,1118,1009,52.56,47.44,152,411,132,197,266,270,423,276,7.15,12.98,22188,1219,297,360,562,24.36,29.53,46.10,1699,546,1153,32.14,67.86,940,776,164,82.55,17.45,488,288,62.89,37.11,846,13,833,1.54,98.46,518,258,88,49.81,16.99,140,48,201,233600,
TX,48201233701,5245,582,689,7,28,3939,11.10,13.14,0.13,0.53,75.10,2587,2658,49.32,50.68,486,1200,340,561,721,651,792,494,9.27,9.42,34731,3276,1315,1093,868,40.14,33.36,26.50,5462,1126,4336,20.62,79.38,1651,1523,128,92.25,7.75,1084,439,71.18,28.82,1538,42,1496,2.73,97.27,1211,263,120,21.72,9.91,140,48,201,233701,
TX,48201233702,3000,264,16,3,12,2705,8.80,0.53,0.10,0.40,90.17,1472,1528,49.07,50.93,323,719,186,375,430,361,399,207,10.77,6.90,33832,1837,929,715,193,50.57,38.92,10.51,2862,697,2165,24.35,75.65,881,799,82,90.69,9.31,448,351,56.07,43.93,814,20,794,2.46,97.54,676,147,80,21.75,11.83,140,48,201,233702,
TX,48201233703,2656,394,16,0,18,2228,14.83,0.60,0.00,0.68,83.89,1325,1331,49.89,50.11,245,687,193,313,354,329,328,207,9.22,7.79,33879,1355,782,403,170,57.71,29.74,12.55,2460,779,1681,31.67,68.33,753,705,48,93.63,6.37,518,187,73.48,26.52,769,0,769,0.00,100.00,591,128,73,21.66,12.35,140,48,201,233703,
TX,48201240100,3557,298,1156,23,51,2029,8.38,32.50,0.65,1.43,57.04,1683,1874,47.32,52.68,464,614,259,772,615,357,373,103,13.04,2.90,25630,1993,553,846,594,27.75,42.45,29.80,3429,1310,2119,38.20,61.80,1742,1428,314,81.97,18.03,125,1303,8.75,91.25,1557,0,1557,0.00,100.00,797,283,207,35.51,25.97,140,48,201,240100,
TX,48201240400,6394,1181,1680,206,104,3223,18.47,26.27,3.22,1.63,50.41,3229,3165,50.50,49.50,599,1408,390,797,980,844,1024,352,9.37,5.51,44900,4069,1283,877,1909,31.53,21.55,46.92,6897,1460,5437,21.17,78.83,2135,1976,159,92.55,7.45,1393,583,70.50,29.50,2063,68,1995,3.30,96.70,1525,342,202,22.43,13.25,140,48,201,240400,
TX,48201240501,5418,144,2461,27,77,2709,2.66,45.42,0.50,1.42,50.00,2805,2613,51.77,48.23,763,1169,401,1056,856,536,518,119,14.08,2.20,29647,2538,660,805,1073,26.00,31.72,42.28,4808,1051,3757,21.86,78.14,2455,1936,519,78.86,21.14,227,1709,11.73,88.27,1829,32,1797,1.75,98.25,1244,541,411,43.49,33.04,140,48,201,240501,
TX,48201240502,5594,181,2214,19,52,3128,3.24,39.58,0.34,0.93,55.92,2803,2791,50.11,49.89,843,1040,502,1184,857,594,476,98,15.07,1.75,23956,2848,893,1085,870,31.36,38.10,30.55,6041,2485,3556,41.14,58.86,2746,2200,546,80.12,19.88,108,2092,4.91,95.09,2297,81,2216,3.53,96.47,1334,600,465,44.98,34.86,140,48,201,240502,
TX,48201240600,2657,100,924,8,39,1586,3.76,34.78,0.30,1.47,59.69,1298,1359,48.85,51.15,393,536,209,554,483,257,189,36,14.79,1.35,28542,1332,574,376,382,43.09,28.23,28.68,2805,1064,1741,37.93,62.07,1168,968,200,82.88,17.12,4,964,0.41,99.59,1034,15,1019,1.45,98.55,618,247,187,39.97,30.26,140,48,201,240600,
TX,48201240701,13642,920,4806,450,211,7255,6.74,35.23,3.30,1.55,53.18,6970,6672,51.09,48.91,1361,3579,874,1648,2615,1877,1374,314,9.98,2.30,54521,6699,1629,2009,3061,24.32,29.99,45.69,12600,1445,11155,11.47,88.53,4259,3832,427,89.97,10.03,2738,1094,71.45,28.55,3383,143,3240,4.23,95.77,3124,787,525,25.19,16.81,140,48,201,240701,
TX,48201240702,10524,711,3783,356,163,5511,6.76,35.95,3.38,1.55,52.37,5414,5110,51.44,48.56,1238,2862,579,1511,2055,1206,847,226,11.76,2.15,48643,4322,865,1748,1709,20.01,40.44,39.54,7893,925,6968,11.72,88.28,3046,2844,202,93.37,6.63,2128,716,74.82,25.18,2360,16,2344,0.68,99.32,2379,641,437,26.94,18.37,140,48,201,240702,
TX,48201240801,5157,1329,1213,77,115,2423,25.77,23.52,1.49,2.23,46.98,2469,2688,47.88,52.12,558,811,468,1024,800,549,587,360,10.82,6.98,28230,3251,752,985,1514,23.13,30.30,46.57,5940,2103,3837,35.40,64.60,2891,2120,771,73.33,26.67,410,1710,19.34,80.66,2250,59,2191,2.62,97.38,1259,415,295,32.96,23.43,140,48,201,240801,
TX,48201240802,3912,1113,1138,62,65,1534,28.45,29.09,1.58,1.66,39.21,2069,1843,52.89,47.11,357,850,179,501,618,456,623,328,9.13,8.38,47212,1838,442,546,850,24.05,29.71,46.25,3277,780,2497,23.80,76.20,1407,1316,91,93.53,6.47,864,452,65.65,34.35,1044,90,954,8.62,91.38,965,268,148,27.77,15.34,140,48,201,240802,
TX,48201240901,8671,1690,2996,194,173,3618,19.49,34.55,2.24,2.00,41.73,4483,4188,51.70,48.30,848,2002,487,1073,1583,1203,1124,351,9.78,4.05,54068,3485,520,912,2053,14.92,26.17,58.91,6036,370,5666,6.13,93.87,2893,2718,175,93.95,6.05,1993,725,73.33,26.67,2083,19,2064,0.91,99.09,2107,475,286,22.54,13.57,140,48,201,240901,
TX,48201240902,11756,2617,3983,399,270,4487,22.26,33.88,3.39,2.30,38.17,6085,5671,51.76,48.24,1042,2610,650,1484,1944,1561,1763,702,8.86,5.97,64176,6032,939,1405,3688,15.57,23.29,61.14,10628,1437,9191,13.52,86.48,4073,3779,294,92.78,7.22,2939,840,77.77,22.23,3285,64,3221,1.95,98.05,2956,733,426,24.80,14.41,140,48,201,240902,
TX,48201241000,8317,4042,1234,214,233,2594,48.60,14.84,2.57,2.80,31.19,4246,4071,51.05,48.95,634,1893,458,845,1336,1176,1464,511,7.62,6.14,62451,5016,761,1329,2926,15.17,26.50,58.33,8376,814,7562,9.72,90.28,2919,2738,181,93.80,6.20,1980,758,72.32,27.68,2635,97,2538,3.68,96.32,2141,437,253,20.41,11.82,140,48,201,241000,
TX,48201241101,4542,2387,594,73,118,1370,52.55,13.08,1.61,2.60,30.16,2320,2222,51.08,48.92,348,1031,250,446,741,662,807,257,7.66,5.66,68821,2498,250,678,1570,10.01,27.14,62.85,4406,548,3858,12.44,87.56,1538,1449,89,94.21,5.79,1154,295,79.64,20.36,1382,24,1358,1.74,98.26,1199,221,123,18.43,10.26,140,48,201,241101,
TX,48201241102,11643,4538,2697,223,312,3873,38.98,23.16,1.92,2.68,33.26,5982,5661,51.38,48.62,1000,2920,666,1255,2008,1654,1605,535,8.59,4.60,68668,6821,833,2187,3801,12.21,32.06,55.72,11446,994,10452,8.68,91.32,3820,3584,236,93.82,6.18,2742,842,76.51,23.49,3543,43,3500,1.21,98.79,2883,647,387,22.44,13.42,140,48,201,241102,
TX,48201241103,4298,1556,1208,111,139,1284,36.20,28.11,2.58,3.23,29.87,2301,1997,53.54,46.46,444,977,212,628,734,566,565,172,10.33,4.00,45236,2192,363,678,1151,16.56,30.93,52.51,3573,515,3058,14.41,85.59,1695,1572,123,92.74,7.26,798,774,50.76,49.24,1384,27,1357,1.95,98.05,1103,390,273,35.36,24.75,140,48,201,241103,
TX,48201241200,6931,3140,1416,169,194,2012,45.30,20.43,2.44,2.80,29.03,3530,3401,50.93,49.07,598,1557,419,789,1145,914,1079,430,8.63,6.20,67928,3986,632,1191,2163,15.86,29.88,54.26,6446,651,5795,10.10,89.90,2446,2265,181,92.60,7.40,1585,680,69.98,30.02,2047,19,2028,0.93,99.07,1768,453,293,25.62,16.57,140,48,201,241200,
TX,48201241300,10947,5103,2329,712,216,2587,46.62,21.28,6.50,1.97,23.63,5621,5326,51.35,48.65,822,2205,493,1154,1842,1669,1859,903,7.51,8.25,78376,6630,376,1247,5007,5.67,18.81,75.52,10082,651,9431,6.46,93.54,3924,3738,186,95.26,4.74,3144,594,84.11,15.89,3551,12,3539,0.34,99.66,2935,447,245,15.23,8.35,140,48,201,241300,
TX,48201241400,7931,4837,858,207,202,1827,60.99,10.82,2.61,2.55,23.04,4070,3861,51.32,48.68,622,1573,342,888,1354,1166,1441,545,7.84,6.87,71337,5220,593,1431,3196,11.36,27.41,61.23,8488,471,8017,5.55,94.45,2965,2814,151,94.91,5.09,2214,600,78.68,21.32,2775,32,2743,1.15,98.85,2118,332,181,15.68,8.55,140,48,201,241400,
TX,48201241500,9146,1624,3722,188,174,3438,17.76,40.70,2.06,1.90,37.59,4562,4584,49.88,50.12,928,1859,656,1616,1496,1127,1073,391,10.15,4.28,30930,5357,2023,1401,1933,37.76,26.15,36.08,8194,2173,6021,26.52,73.48,3325,2996,329,90.11,9.89,817,2179,27.27,72.73,2818,17,2801,0.60,99.40,1983,884,607,44.58,30.61,140,48,201,241500,
TX,48201250100,7865,1838,2024,164,137,3702,23.37,25.73,2.09,1.74,47.07,4028,3837,51.21,48.79,770,1717,422,1009,1240,987,1175,545,9.79,6.93,57543,4021,948,1150,1923,23.58,28.60,47.82,7132,1046,6086,14.67,85.33,2582,2391,191,92.60,7.40,1902,489,79.55,20.45,2131,20,2111,0.94,99.06,1920,413,246,21.51,12.81,140,48,201,250100,
TX,48201250200,8428,1176,3103,147,165,3837,13.95,36.82,1.74,1.96,45.53,4367,4061,51.82,48.18,846,2036,535,1063,1504,1090,1015,339,10.04,4.02,51559,4104,1079,999,2026,26.29,24.34,49.37,7391,1548,5843,20.94,79.06,2716,2499,217,92.01,7.99,1624,875,64.99,35.01,2214,65,2149,2.94,97.06,2055,578,373,28.13,18.15,140,48,201,250200,
TX,48201250301,8587,2140,3248,260,197,2742,24.92,37.82,3.03,2.29,31.93,3284,5303,38.24,61.76,733,1372,687,1556,1810,1282,929,218,8.54,2.54,54932,4264,1269,1492,1503,29.76,34.99,35.25,4002,469,3533,11.72,88.28,2102,1953,149,92.91,7.09,1469,484,75.22,24.78,1174,0,1174,0.00,100.00,1571,308,199,19.61,12.67,140,48,201,250301,
TX,48201250302,9742,3841,2647,259,182,2813,39.43,27.17,2.66,1.87,28.87,4935,4807,50.66,49.34,913,2148,509,1164,1776,1464,1342,426,9.37,4.37,73472,5086,546,1517,3023,10.74,29.83,59.44,8869,262,8607,2.95,97.05,3251,3112,139,95.72,4.28,2639,473,84.80,15.20,2518,25,2493,0.99,99.01,2496,401,263,16.07,10.54,140,48,201,250302,
TX,48201250401,12134,6583,1936,385,341,2889,54.25,15.96,3.17,2.81,23.81,6230,5904,51.34,48.66,1177,3043,556,945,2427,1848,1680,458,9.70,3.77,86674,6835,298,1299,5238,4.36,19.01,76.63,11436,339,11097,2.96,97.04,3799,3706,93,97.55,2.45,3386,320,91.37,8.63,3612,10,3602,0.28,99.72,3199,454,277,14.19,8.66,140,48,201,250401,
