GEOID,Total Population,18-21 years,22-29 years,30-39 years,40-49 years,65 years and over,Hispanic,Black non-Hispanic,Other non-Hispanic,White non-hispanic,Male,Female,Education Total,Less than high school,High school,College,tract_x,tract_y,latitude,longitude,google_loc,Age50_64
48201532502,5562,359,627,784,723,328,4276,406,52,720,2837,2725,3214,1189,1375,650,532502,5325.02,29.8863712,-95.4982807,"29.8863712, -95.4982807 (5325.02)",860
48201532600,6558,420,742,891,980,353,2637,2649,76,503,3221,3337,3318,1144,1010,1164,532600,5326,29.8916191,-95.4892092,"29.8916191, -95.4892092 (5326)",1141
48201532700,4820,251,537,713,688,430,1559,2054,76,1008,2327,2493,2635,410,782,1443,532700,5327,29.8765275,-95.4814196,"29.8765275, -95.4814196 (5327)",979
48201532800,1684,76,183,209,223,191,731,473,25,389,800,884,1144,295,211,638,532800,5328,29.8714664,-95.4714738,"29.8714664, -95.4714738 (5328)",360
48201532900,4667,280,521,637,631,257,1941,2013,41,271,2241,2426,2899,829,916,1154,532900,5329,29.892596,-95.4731807,"29.892596, -95.4731807 (5329)",904
48201533000,2245,142,324,271,267,187,594,1547,32,44,1018,1227,903,275,259,369,533000,5330,29.8895099,-95.4617414,"29.8895099, -95.4617414 (5330)",321
48201533100,6449,423,671,804,901,460,1589,4163,78,525,2974,3475,3743,903,1326,1514,533100,5331,29.8764494,-95.4563662,"29.8764494, -95.4563662 (5331)",1177
48201533200,3222,178,338,376,426,323,651,2282,44,182,1559,1663,2240,512,874,854,533200,5332,29.8668801,-95.4495929,"29.8668801, -95.4495929 (5332)",716
48201533300,5880,357,653,710,726,692,913,4815,66,61,2795,3085,4105,1470,1548,1087,533300,5333,29.8746572,-95.4227943,"29.8746572, -95.4227943 (5333)",1109
48201533400,9655,588,1098,1297,1214,760,5017,4137,73,281,4765,4890,5163,1903,2087,1173,533400,5334,29.8935311,-95.4388402,"29.8935311, -95.4388402 (5334)",1513
48201533500,4383,236,477,627,534,494,2973,596,39,609,2188,2195,2827,974,819,1034,533500,5335,29.8923877,-95.4196267,"29.8923877, -95.4196267 (5335)",694
48201533600,5480,296,753,951,633,217,3102,1732,57,424,2627,2853,2993,986,986,1021,533600,5336,29.9058273,-95.425916,"29.9058273, -95.425916 (5336)",641
48201533701,5695,385,899,904,711,173,4423,864,38,209,2960,2735,2990,1722,659,609,533701,5337.01,29.9283098,-95.4284337,"29.9283098, -95.4284337 (5337.01)",612
48201533702,3498,243,395,471,483,216,2725,392,20,219,1821,1677,1872,771,704,397,533702,5337.02,29.9187465,-95.4384417,"29.9187465, -95.4384417 (5337.02)",504
48201533801,8645,485,1097,1572,1136,300,5528,1775,56,405,4358,4287,3911,1833,1066,1012,533801,5338.01,29.9045037,-95.4572206,"29.9045037, -95.4572206 (5338.01)",950
48201533802,6182,347,694,1022,810,355,4229,835,76,557,3117,3065,2799,1246,791,762,533802,5338.02,29.926121,-95.4677359,"29.926121, -95.4677359 (5338.02)",744
48201533901,9260,624,955,1425,1361,424,4949,2791,119,716,4479,4781,4974,1534,1415,2025,533901,5339.01,29.9267033,-95.4876793,"29.9267033, -95.4876793 (5339.01)",1417
48201533902,4408,296,647,672,472,240,2322,1642,41,202,2070,2338,2387,721,752,914,533902,5339.02,29.9303913,-95.5011574,"29.9303913, -95.5011574 (5339.02)",524
48201534001,2959,189,443,526,341,120,2064,238,14,388,1535,1424,1173,559,481,133,534001,5340.01,29.9064322,-95.483956,"29.9064322, -95.483956 (5340.01)",329
48201534002,5680,396,618,820,757,296,3686,1102,54,617,2866,2814,2959,955,1073,931,534002,5340.02,29.9082772,-95.5007247,"29.9082772, -95.5007247 (5340.02)",824
48201534003,2678,145,318,568,367,50,1569,673,36,106,1378,1300,1216,275,410,531,534003,5340.03,29.9302327,-95.5124902,"29.9302327, -95.5124902 (5340.03)",256
48201534100,7488,409,765,1254,1051,409,3889,908,110,1273,3777,3711,4281,1182,1254,1845,534100,5341,29.9170973,-95.5375312,"29.9170973, -95.5375312 (5341)",1261
48201534201,2582,141,394,419,338,203,1610,185,32,468,1364,1218,1215,476,433,306,534201,5342.01,29.9127214,-95.5480759,"29.9127214, -95.5480759 (5342.01)",291
48201534202,8515,362,858,1152,1404,703,2006,896,144,4565,4162,4353,5534,415,949,4170,534202,5342.02,29.8893712,-95.5366809,"29.8893712, -95.5366809 (5342.02)",2005
48201534203,1716,78,261,266,168,193,1020,139,12,418,854,862,1002,319,292,391,534203,5342.03,29.8730007,-95.5368807,"29.8730007, -95.5368807 (5342.03)",213
48201540100,12349,466,924,1849,2171,838,3625,631,245,5205,6246,6103,7242,677,1014,5551,540100,5401,29.8577807,-95.5857186,"29.8577807, -95.5857186 (5401)",2424
48201540200,2654,160,395,419,356,189,1597,170,31,596,1330,1324,1697,545,454,698,540200,5402,29.823358,-95.5697134,"29.823358, -95.5697134 (5402)",441
48201540501,6024,391,1065,1053,690,193,3690,753,103,1282,3011,3013,3516,938,1476,1102,540501,5405.01,29.8515955,-95.640867,"29.8515955, -95.640867 (5405.01)",705
48201540502,5248,220,490,676,804,491,1555,235,106,3211,2582,2666,3784,255,1037,2492,540502,5405.02,29.8460307,-95.6323937,"29.8460307, -95.6323937 (5405.02)",1253
48201540601,2632,147,244,348,443,145,715,328,78,1103,1295,1337,1831,134,289,1408,540601,5406.01,29.8608527,-95.6312708,"29.8608527, -95.6312708 (5406.01)",592
48201540602,6979,419,826,1124,1063,329,2957,1153,173,2032,3398,3581,4242,632,1461,2149,540602,5406.02,29.874683,-95.634718,"29.874683, -95.634718 (5406.02)",1031
48201540700,7505,385,671,1018,1218,421,3155,518,147,2556,3695,3810,4358,496,1051,2811,540700,5407,29.857098,-95.6131462,"29.857098, -95.6131462 (5407)",1528
48201540800,7883,430,1051,1329,1178,340,4475,837,118,1765,3940,3943,4552,1157,1199,2196,540800,5408,29.8880933,-95.6022229,"29.8880933, -95.6022229 (5408)",1130
48201540901,2496,104,276,281,355,231,329,236,53,1736,1222,1274,1836,32,212,1592,540901,5409.01,29.8894857,-95.6244446,"29.8894857, -95.6244446 (5409.01)",720
48201540902,6965,392,1078,1017,928,483,1676,1045,148,3449,3443,3522,4380,255,1063,3062,540902,5409.02,29.892415,-95.6388351,"29.892415, -95.6388351 (5409.02)",1438
48201541001,10368,648,1694,1666,1487,426,2491,2164,257,3953,5073,5295,5226,471,1041,3714,541001,5410.01,29.9146463,-95.6381838,"29.9146463, -95.6381838 (5410.01)",1543
48201541002,7924,284,650,1629,1306,373,1605,1188,203,3762,3807,4117,4604,445,850,3309,541002,5410.02,29.9230297,-95.6588784,"29.9230297, -95.6588784 (5410.02)",1015
48201541003,12938,507,1061,2637,2213,533,2803,2080,318,5909,6270,6668,7324,446,865,6013,541003,5410.03,29.9256237,-95.6747697,"29.9256237, -95.6747697 (5410.03)",1623
48201541100,6536,321,472,811,1146,380,1226,542,164,4157,3227,3309,3945,237,547,3161,541100,5411,29.9007008,-95.6518575,"29.9007008, -95.6518575 (5411)",1638
48201541201,8799,419,630,1095,1754,416,1541,829,183,5381,4310,4489,5187,233,762,4192,541201,5412.01,29.8935615,-95.6755299,"29.8935615, -95.6755299 (5412.01)",1759
48201541202,8811,484,799,1259,1444,422,3098,784,140,4364,4304,4507,5340,778,1206,3356,541202,5412.02,29.8887764,-95.6603448,"29.8887764, -95.6603448 (5412.02)",1747
48201541203,2682,101,166,237,409,245,281,110,55,2118,1315,1367,1805,82,213,1510,541203,5412.03,29.8888536,-95.6490812,"29.8888536, -95.6490812 (5412.03)",916
48201541300,11303,657,1381,1884,1613,419,5958,1791,240,2557,5622,5681,6176,1353,2202,2621,541300,5413,29.8737314,-95.6642745,"29.8737314, -95.6642745 (5413)",1558
48201541400,14539,681,1586,2735,2145,697,5992,2641,294,3333,7095,7444,8049,1575,2157,4317,541400,5414,29.857911,-95.6566329,"29.857911, -95.6566329 (5414)",2114
48201541500,5216,274,528,798,848,209,1884,657,108,1924,2598,2618,2973,433,920,1620,541500,5415,29.8567279,-95.6796231,"29.8567279, -95.6796231 (5415)",878
48201541601,4430,189,336,571,617,466,848,371,93,2845,2178,2252,2875,115,423,2337,541601,5416.01,29.8408571,-95.6866543,"29.8408571, -95.6866543 (5416.01)",1216
48201541602,9669,571,1106,1544,1381,544,5864,645,128,2332,4849,4820,5652,1570,1621,2461,541602,5416.02,29.840973,-95.6584542,"29.840973, -95.6584542 (5416.02)",1501
48201541700,9712,514,1762,1868,1279,342,3834,1837,256,2856,4767,4945,5410,601,1468,3341,541700,5417,29.8060714,-95.6603614,"29.8060714, -95.6603614 (5417)",1274
48201541800,5762,343,1003,931,761,306,2243,791,154,2236,2861,2901,3363,501,940,1922,541800,5418,29.7959432,-95.7037084,"29.7959432, -95.7037084 (5418)",838
48201541900,6402,395,716,809,1033,342,2146,679,134,2912,3133,3269,3593,327,814,2452,541900,5419,29.8178196,-95.6967417,"29.8178196, -95.6967417 (5419)",1306
48201542000,15167,857,1444,2479,2350,746,6432,2149,368,5030,7389,7778,7825,1512,2156,4157,542000,5420,29.816116,-95.7090108,"29.816116, -95.7090108 (5420)",2341
48201542101,17754,920,2044,3480,2427,501,9616,3522,355,3541,8673,9081,8096,1750,2086,4260,542101,5421.01,29.851452,-95.7055135,"29.851452, -95.7055135 (5421.01)",1911
48201542102,14625,801,1575,2679,2104,478,6532,3439,327,3438,7119,7506,7239,1216,2134,3889,542102,5421.02,29.8757415,-95.6968466,"29.8757415, -95.6968466 (5421.02)",1781
48201542200,16532,803,2026,3107,2277,602,7793,3352,433,4315,8112,8420,7950,1603,2007,4340,542200,5422,29.8524543,-95.7477262,"29.8524543, -95.7477262 (5422)",1844
48201542301,12365,629,1166,2203,2047,488,5468,1826,271,4024,6075,6290,6998,952,1941,4105,542301,5423.01,29.820499,-95.7316493,"29.820499, -95.7316493 (5423.01)",1570
48201542302,6459,323,594,1141,978,447,2748,1230,152,1923,3065,3394,3002,501,838,1663,542302,5423.02,29.8092846,-95.7442577,"29.8092846, -95.7442577 (5423.02)",703
48201542400,10040,737,1370,1559,1381,478,5260,1443,200,2711,4894,5146,4503,867,1283,2353,542400,5424,29.793221,-95.7357374,"29.793221, -95.7357374 (5424)",1291
48201542500,2161,102,148,176,281,274,236,58,38,1807,1037,1124,1623,72,245,1306,542500,5425,29.7934797,-95.7639381,"29.7934797, -95.7639381 (5425)",760
48201542600,4393,212,505,800,619,223,1669,501,81,1925,2180,2213,2244,277,583,1384,542600,5426,29.7936723,-95.7888374,"29.7936723, -95.7888374 (5426)",628
48201542700,4393,259,463,522,647,546,1304,190,58,2784,2170,2223,2712,665,569,1478,542700,5427,29.7925692,-95.8132146,"29.7925692, -95.8132146 (5427)",877
48201542800,6983,368,631,916,1131,562,2235,307,133,4216,3463,3520,4015,634,1157,2224,542800,5428,29.8239521,-95.8152034,"29.8239521, -95.8152034 (5428)",1236
48201542900,11156,573,1166,1874,1711,540,4167,1102,226,5286,5501,5655,5717,768,1133,3816,542900,5429,29.83869,-95.798507,"29.83869, -95.798507 (5429)",1630
48201543001,6421,261,619,1385,955,187,1932,1315,167,2433,3172,3249,2224,185,278,1761,543001,5430.01,29.9394447,-95.7721324,"29.9394447, -95.7721324 (5430.01)",644
48201543002,10057,398,958,1876,1619,484,1943,1286,196,5409,4940,5117,4270,148,717,3405,543002,5430.02,29.9386359,-95.6968202,"29.9386359, -95.6968202 (5430.02)",1503
48201543003,16578,780,2072,3310,2150,493,7947,3560,341,3857,8128,8450,7386,1520,2246,3620,543003,5430.03,29.8860805,-95.701229,"29.8860805, -95.701229 (5430.03)",1610
48201543100,2155,112,176,281,283,164,1133,158,34,807,1130,1025,1071,243,294,534,543100,5431,29.9626481,-95.8506413,"29.9626481, -95.8506413 (5431)",373
48201543200,5924,290,772,902,789,626,2201,479,81,2478,2953,2971,4063,711,940,2412,543200,5432,29.8098912,-95.605573,"29.8098912, -95.605573 (5432)",1106
48201550100,4719,355,897,819,494,64,2479,1998,76,121,2256,2463,2192,794,633,765,550100,5501,29.9446311,-95.4295895,"29.9446311, -95.4295895 (5501)",324
48201550200,3727,309,735,661,387,40,1264,2193,93,149,1735,1992,1632,439,607,586,550200,5502,29.958337,-95.4269983,"29.958337, -95.4269983 (5502)",304
48201550301,6600,487,1442,1119,720,113,1589,4315,164,443,2931,3669,3717,831,701,2185,550301,5503.01,29.9841485,-95.4266424,"29.9841485, -95.4266424 (5503.01)",609
48201550302,8785,576,1500,1653,1161,362,2945,3840,181,1509,4325,4460,4239,646,1140,2453,550302,5503.02,30.005213,-95.4396816,"30.005213, -95.4396816 (5503.02)",1068
48201550401,10249,607,1550,1882,1375,373,4140,4318,159,832,4906,5343,5151,1296,1407,2448,550401,5504.01,29.9877948,-95.4636014,"29.9877948, -95.4636014 (5504.01)",1098
48201550402,9449,656,1219,1394,1555,297,2071,6082,124,470,4510,4939,5261,674,1664,2923,550402,5504.02,29.971241,-95.4465099,"29.971241, -95.4465099 (5504.02)",1396
48201550500,5665,343,765,923,731,248,2689,1934,98,313,2818,2847,2387,734,640,1013,550500,5505,29.9526294,-95.4466086,"29.9526294, -95.4466086 (5505)",767
48201550601,6731,460,699,965,973,295,3168,2700,112,284,3266,3465,4024,1276,950,1798,550601,5506.01,29.9572629,-95.458552,"29.9572629, -95.458552 (5506.01)",1067
48201550602,3015,207,314,412,469,142,1521,1117,41,82,1526,1489,1893,802,596,495,550602,5506.02,29.944128,-95.4594405,"29.944128, -95.4594405 (5506.02)",468
48201550603,5632,329,645,905,773,220,3186,1816,27,182,2875,2757,2969,1081,725,1163,550603,5506.03,29.9578566,-95.4713104,"29.9578566, -95.4713104 (5506.03)",860
48201550700,3038,167,332,489,449,128,1341,938,42,242,1482,1556,1779,651,390,738,550700,5507,29.9427007,-95.496592,"29.9427007, -95.496592 (5507)",494
48201550800,3468,256,410,432,454,164,1185,1924,43,118,1648,1820,1613,494,601,518,550800,5508,29.9509869,-95.4761029,"29.9509869, -95.4761029 (5508)",513
48201550900,8741,559,980,1333,1317,386,4435,1942,132,738,4285,4456,4979,1381,1812,1786,550900,5509,29.9571753,-95.4900389,"29.9571753, -95.4900389 (5509)",1362
48201551000,3377,228,358,584,447,130,2183,616,30,212,1664,1713,1554,506,635,413,551000,5510,29.9697315,-95.4917709,"29.9697315, -95.4917709 (5510)",407
48201551100,9497,627,1235,1388,1259,515,3800,3187,150,955,4565,4932,5847,1307,1738,2802,551100,5511,29.9785776,-95.4847659,"29.9785776, -95.4847659 (5511)",1542
48201551200,6747,375,859,911,873,837,2174,1122,140,2556,3348,3399,4121,441,949,2731,551200,5512,29.9735989,-95.5031677,"29.9735989, -95.5031677 (5512)",1317
48201551300,3818,225,412,486,581,252,1143,690,80,1099,1915,1903,2304,226,640,1438,551300,5513,29.9502616,-95.5079947,"29.9502616, -95.5079947 (5513)",832
48201551400,4335,234,677,675,532,468,1253,832,83,1697,2166,2169,2617,334,897,1386,551400,5514,29.9625309,-95.5216718,"29.9625309, -95.5216718 (5514)",810
48201551500,7803,471,1354,1351,1010,355,3116,1690,149,1466,3890,3913,3720,921,887,1912,551500,5515,29.9392455,-95.5552356,"29.9392455, -95.5552356 (5515)",943
48201551600,8294,481,1026,1216,1185,639,3822,1345,169,2295,4067,4227,4984,945,1583,2456,551600,5516,29.9292537,-95.566627,"29.9292537, -95.566627 (5516)",1357
48201551701,9087,436,1017,1422,1446,550,2100,968,225,4525,4534,4553,5812,441,1479,3892,551701,5517.01,29.9123513,-95.5766333,"29.9123513, -95.5766333 (5517.01)",1880
48201551702,4024,150,269,461,822,257,571,225,96,2077,1991,2033,2605,108,583,1914,551702,5517.02,29.9018874,-95.5603739,"29.9018874, -95.5603739 (5517.02)",882
48201551703,7692,380,982,1269,1354,358,1983,942,175,3387,3709,3983,4788,349,1072,3367,551703,5517.03,29.9152568,-95.5627546,"29.9152568, -95.5627546 (5517.03)",1335
48201551800,4386,171,272,374,536,817,461,71,64,3570,2181,2205,3191,219,650,2322,551800,5518,29.8862932,-95.5645662,"29.8862932, -95.5645662 (5518)",1438
48201551900,5881,357,1597,1121,643,139,1850,1697,142,1809,2847,3034,3218,176,735,2307,551900,5519,29.900868,-95.5896269,"29.900868, -95.5896269 (5519)",557
48201552001,8117,382,941,1136,1239,952,1986,1106,229,3779,3773,4344,5161,439,1272,3450,552001,5520.01,29.9166463,-95.594847,"29.9166463, -95.594847 (5520.01)",1476
48201552002,1415,76,189,197,222,96,291,168,27,764,695,720,834,94,97,643,552002,5520.02,29.9132313,-95.6088331,"29.9132313, -95.6088331 (5520.02)",285
48201552101,3883,234,560,647,605,169,1009,772,97,1491,1930,1953,2413,156,572,1685,552101,5521.01,29.9234939,-95.6188028,"29.9234939, -95.6188028 (5521.01)",580
48201552102,5928,254,432,777,949,602,1136,345,139,3537,2911,3017,4136,363,890,2883,552102,5521.02,29.9380579,-95.6157981,"29.9380579, -95.6157981 (5521.02)",1350
48201552103,2954,170,288,404,453,202,844,339,58,1556,1438,1516,1829,235,479,1115,552103,5521.03,29.9382309,-95.624864,"29.9382309, -95.624864 (5521.03)",588
48201552200,6511,367,776,919,900,476,1896,888,171,3195,3157,3354,3980,489,1161,2330,552200,5522,29.9523563,-95.6385056,"29.9523563, -95.6385056 (5522)",1179
48201552301,3961,173,346,446,553,495,458,211,65,3111,1961,2000,2734,107,709,1918,552301,5523.01,29.9567545,-95.6135219,"29.9567545, -95.6135219 (5523.01)",1015
48201552302,4962,257,772,741,680,418,950,665,151,2809,2433,2529,3032,259,772,2001,552302,5523.02,29.9573232,-95.5953499,"29.9573232, -95.5953499 (5523.02)",933
48201552400,6599,349,760,891,879,690,1974,913,144,2865,3187,3412,3814,687,1028,2099,552400,5524,29.9391654,-95.5962083,"29.9391654, -95.5962083 (5524)",1231
48201552500,10270,564,1087,1679,1616,631,3439,1204,223,4378,4993,5277,5996,575,1752,3669,552500,5525,29.9496323,-95.5744125,"29.9496323, -95.5744125 (5525)",1747
48201552601,5339,339,925,921,603,289,1736,1451,141,1487,2482,2857,2317,748,647,922,552601,5526.01,29.9629845,-95.567918,"29.9629845, -95.567918 (5526.01)",627
48201552602,5968,243,902,933,890,686,898,530,140,3807,2879,3089,3703,128,754,2821,552602,5526.02,29.9754278,-95.5770636,"29.9754278, -95.5770636 (5526.02)",1111
48201552700,8092,309,1386,1349,946,1186,1489,928,190,4562,3897,4195,5616,646,1161,3809,552700,5527,29.9785975,-95.5524575,"29.9785975, -95.5524575 (5527)",1274
48201552800,8826,298,927,894,1081,1809,989,809,157,6401,4208,4618,5806,114,1004,4688,552800,5528,29.9810302,-95.5324862,"29.9810302, -95.5324862 (5528)",2236
48201552900,6966,270,780,754,875,1226,1002,934,139,4472,3294,3672,4566,204,680,3682,552900,5529,29.9934204,-95.5142763,"29.9934204, -95.5142763 (5529)",1801
48201553001,5044,234,564,593,654,630,1003,1170,103,2381,2455,2589,3390,217,503,2670,553001,5530.01,30.0019366,-95.4947839,"30.0019366, -95.4947839 (5530.01)",1310
48201553002,4565,197,490,510,570,607,1425,923,107,1706,2292,2273,3011,585,475,1951,553002,5530.02,30.0121778,-95.4809464,"30.0121778, -95.4809464 (5530.02)",1072
48201553100,6140,338,760,838,757,732,1572,1488,183,2628,3041,3099,4742,497,1178,3067,553100,5531,30.0183247,-95.4642559,"30.0183247, -95.4642559 (5531)",1197
48201553200,6743,460,1041,924,818,765,1994,2230,171,2177,3194,3549,4572,864,1148,2560,553200,5532,30.0313723,-95.4514632,"30.0313723, -95.4514632 (5532)",992
48201553300,4600,400,1151,804,497,232,933,2444,136,976,2188,2412,2004,255,608,1141,553300,5533,30.0258952,-95.4347051,"30.0258952, -95.4347051 (5533)",379
48201553401,3815,175,226,385,580,568,540,206,66,2804,1839,1976,2479,121,367,1991,553401,5534.01,30.0424343,-95.4426933,"30.0424343, -95.4426933 (5534.01)",990
48201553402,6899,377,602,747,1152,630,1182,580,126,4554,3376,3523,4530,224,695,3611,553402,5534.02,30.0527688,-95.4530135,"30.0527688, -95.4530135 (5534.02)",1722
48201553403,6185,268,464,988,1064,518,1350,524,146,3257,3041,3144,3587,440,746,2401,553403,5534.03,30.0590538,-95.4624926,"30.0590538, -95.4624926 (5534.03)",1019
48201553500,6370,320,510,801,941,795,1385,359,138,4211,3106,3264,4147,440,1135,2572,553500,5535,30.037378,-95.4753518,"30.037378, -95.4753518 (5535)",1383
48201553600,6273,346,755,747,971,527,1020,463,147,4050,3109,3164,4054,254,674,3126,553600,5536,30.0275998,-95.4925838,"30.0275998, -95.4925838 (5536)",1367
48201553700,3960,243,288,360,595,508,578,382,76,2516,1959,2001,2537,53,411,2073,553700,5537,30.0172559,-95.510313,"30.0172559, -95.510313 (5537)",1019
48201553801,2486,132,142,192,420,174,313,104,58,1928,1274,1212,1738,291,89,1358,553801,5538.01,30.0430149,-95.5102012,"30.0430149, -95.5102012 (5538.01)",748
48201553802,7672,390,915,1008,1121,634,1438,621,205,4870,3781,3891,4635,448,720,3467,553802,5538.02,30.0340689,-95.5227212,"30.0340689, -95.5227212 (5538.02)",1569
48201553900,7748,385,489,738,1211,825,846,688,226,5307,3834,3914,5114,270,839,4005,553900,5539,30.0280907,-95.5411987,"30.0280907, -95.5411987 (5539)",2046
48201554001,3299,154,400,428,424,358,612,306,77,2072,1608,1691,2094,158,417,1519,554001,5540.01,30.0103797,-95.5250906,"30.0103797, -95.5250906 (5540.01)",697
48201554002,4307,177,239,329,658,574,427,136,72,3352,2159,2148,2874,33,320,2521,554002,5540.02,30.0017798,-95.5417573,"30.0017798, -95.5417573 (5540.02)",1302
48201554101,1245,55,81,109,182,190,149,89,15,939,589,656,701,14,78,609,554101,5541.01,30.0226451,-95.5492621,"30.0226451, -95.5492621 (5541.01)",315
48201554102,9399,443,807,1206,1695,656,1545,580,227,5942,4656,4743,6103,439,1173,4491,554102,5541.02,30.0157646,-95.5538693,"30.0157646, -95.5538693 (5541.02)",1998
48201554200,6229,306,898,1148,928,353,1780,626,149,3261,3138,3091,3634,672,1184,1778,554200,5542,30.0026058,-95.5712139,"30.0026058, -95.5712139 (5542)",935
48201554301,7331,284,441,687,1114,876,704,157,143,6020,3603,3728,4995,118,841,4036,554301,5543.01,29.9890785,-95.5943404,"29.9890785, -95.5943404 (5543.01)",2258
48201554302,4420,222,450,571,687,438,780,431,146,2650,2149,2271,2909,255,711,1943,554302,5543.02,29.974321,-95.6143116,"29.974321, -95.6143116 (5543.02)",819
48201554401,13497,402,615,1875,2780,853,1406,420,285,10410,6640,6857,7510,251,1039,6220,554401,5544.01,29.971209,-95.6529768,"29.971209, -95.6529768 (5544.01)",2334
48201554402,12826,478,997,2098,2333,646,2306,1000,265,8440,6347,6479,7346,184,1738,5424,554402,5544.02,29.992768,-95.6832165,"29.992768, -95.6832165 (5544.02)",2002
48201554403,8692,371,897,1757,1333,346,2291,956,162,4899,4267,4425,4501,291,1141,3069,554403,5544.03,30.0015583,-95.7137011,"30.0015583, -95.7137011 (5544.03)",1061
48201554501,5287,187,424,781,963,267,1068,359,83,3586,2635,2652,2986,189,542,2255,554501,5545.01,30.0099984,-95.6608651,"30.0099984, -95.6608651 (5545.01)",875
48201554502,6327,234,333,718,1255,429,668,215,130,5063,3097,3230,4072,111,562,3399,554502,5545.02,29.9897522,-95.6389888,"29.9897522, -95.6389888 (5545.02)",1415
48201554600,4605,220,234,322,913,416,390,124,73,3891,2261,2344,3203,165,548,2490,554600,5546,30.003665,-95.618923,"30.003665, -95.618923 (5546)",1290
48201554700,6937,267,661,1028,1196,521,921,331,142,4773,3404,3533,4270,284,514,3472,554700,5547,30.0002088,-95.5967317,"30.0002088, -95.5967317 (5547)",1346
48201554801,14076,508,1670,3119,1860,592,3997,1574,356,7113,6876,7200,7123,793,1959,4371,554801,5548.01,30.0429902,-95.5936491,"30.0429902, -95.5936491 (5548.01)",1496
48201554802,15009,484,1098,2530,2429,1150,2779,859,326,9937,7420,7589,7495,495,1311,5689,554802,5548.02,30.0742345,-95.5685845,"30.0742345, -95.5685845 (5548.02)",2270
48201554901,8373,391,943,1516,1173,437,2330,917,276,4301,4130,4243,4389,410,1124,2855,554901,5549.01,30.0824091,-95.5416666,"30.0824091, -95.5416666 (5549.01)",1084
48201554902,6182,265,532,725,953,625,971,308,132,4632,3037,3145,3438,149,392,2897,554902,5549.02,30.0975632,-95.520548,"30.0975632, -95.520548 (5549.02)",1306
48201554903,11314,348,865,2127,1757,743,1958,947,266,7045,5567,5747,6562,355,1098,5109,554903,5549.03,30.060981,-95.5186675,"30.060981, -95.5186675 (5549.03)",1737
48201555000,7449,413,703,1118,1180,466,1844,587,189,4420,3621,3828,4632,247,1241,3144,555000,5550,30.0638774,-95.4811656,"30.0638774, -95.4811656 (5550)",1323
48201555100,8149,318,852,1473,1225,585,1918,850,163,4658,4067,4082,4459,421,1146,2892,555100,5551,30.0757967,-95.4671038,"30.0757967, -95.4671038 (5551)",1276
48201555200,6413,309,762,1048,863,503,2069,369,126,3759,3153,3260,3506,662,1099,1745,555200,5552,30.0968234,-95.4685384,"30.0968234, -95.4685384 (5552)",1026
48201555301,960,33,55,119,139,107,81,34,12,791,487,473,897,28,120,749,555301,5553.01,30.1234693,-95.5170643,"30.1234693, -95.5170643 (5553.01)",267
48201555302,9219,320,633,1583,1533,576,1741,389,177,6546,4545,4674,4136,225,658,3253,555302,5553.02,30.1432005,-95.5264772,"30.1432005, -95.5264772 (5553.02)",1679
48201555303,4090,164,521,662,612,279,866,356,76,2702,1993,2097,2000,176,636,1188,555303,5553.03,30.1348325,-95.5687953,"30.1348325, -95.5687953 (5553.03)",651
48201555401,2445,144,219,241,371,366,448,255,55,1683,1141,1304,1613,221,671,721,555401,5554.01,30.1074172,-95.6076922,"30.1074172, -95.6076922 (5554.01)",541
48201555402,7774,393,856,861,1050,1573,1293,379,174,5832,3575,4199,5419,834,1618,2967,555402,5554.02,30.0924599,-95.6208005,"30.0924599, -95.6208005 (5554.02)",1284
48201555501,4324,262,466,459,673,452,967,67,55,3213,2187,2137,2575,350,841,1384,555501,5555.01,30.0739446,-95.6671513,"30.0739446, -95.6671513 (5555.01)",928
48201555502,17016,618,1592,3094,2738,1009,3548,1071,312,10828,8407,8609,9248,708,1559,6981,555502,5555.02,30.0393361,-95.6490426,"30.0393361, -95.6490426 (5555.02)",2580
48201555600,4717,204,298,521,742,543,884,59,57,3649,2404,2313,2709,406,758,1545,555600,5556,30.058696,-95.7296478,"30.058696, -95.7296478 (5556)",1177
48201555701,7064,250,540,1164,1389,270,1245,510,119,4897,3562,3502,3373,99,459,2815,555701,5557.01,30.009967,-95.740363,"30.009967, -95.740363 (5557.01)",919
48201555702,9389,295,514,1685,1751,496,1169,533,178,7081,4647,4742,4751,87,701,3963,555702,5557.02,30.0089781,-95.761355,"30.0089781, -95.761355 (5557.02)",1155
48201556000,6462,376,664,843,942,454,2509,799,133,2978,3254,3208,3697,743,1199,1755,556000,5560,30.0775822,-95.8514753,"30.0775822, -95.8514753 (5560)",1125
48201980000,33,0,0,7,6,3,9,12,1,11,21,12,30,0,11,19,980000,9800,29.6471554,-95.2762041,"29.6471554, -95.2762041 (9800)",8
48201980100,603,48,122,97,42,8,157,373,13,53,246,357,139,24,26,89,980100,9801,29.9853952,-95.3462109,"29.9853952, -95.3462109 (9801)",34
0,4092459,227376,526714,627845,560421,333487,1671540,754258,67162,1349646,2037405,2055054,2434606,545335,586560,1302711,,,,,,668781
